user_id,path,channels,timestamps,conversion,revenue,persona,geo
user_12707,Instagram > Google Search > TikTok > Instagram > TikTok > Instagram > Google Search > TikTok > Programmatic Display > YouTube,"['Instagram', 'Google Search', 'TikTok', 'Instagram', 'TikTok', 'Instagram', 'Google Search', 'TikTok', 'Programmatic Display', 'YouTube']","['2023-06-18T21:19:48', '2023-06-21T21:19:48', '2023-06-24T05:19:48', '2023-06-26T02:19:48', '2023-06-27T21:19:48', '2023-06-28T10:19:48', '2023-06-29T02:19:48', '2023-06-29T21:19:48', '2023-06-30T19:19:48', '2023-07-01T11:19:48']",0,0.0,Impulse Buyers,Tier-3 Cities
user_12708,TikTok > YouTube > Programmatic Display > Influencer Networks > Programmatic Display > Instagram > Instagram > E-commerce Marketplaces > TikTok > TikTok > E-commerce Marketplaces > Instagram > YouTube > Influencer Networks > Google Search > E-commerce Marketplaces > Instagram > E-commerce Marketplaces > Programmatic Display > Google Search > Programmatic Display > Google Search > Influencer Networks > Influencer Networks > TikTok > Programmatic Display > E-commerce Marketplaces > Programmatic Display > E-commerce Marketplaces > TikTok > TikTok > Programmatic Display > Programmatic Display > YouTube > Google Search > Influencer Networks > Google Search > YouTube > Programmatic Display > YouTube > Influencer Networks > YouTube > Google Search > YouTube > Programmatic Display > Google Search > Google Search > Google Search > TikTok,"['TikTok', 'YouTube', 'Programmatic Display', 'Influencer Networks', 'Programmatic Display', 'Instagram', 'Instagram', 'E-commerce Marketplaces', 'TikTok', 'TikTok', 'E-commerce Marketplaces', 'Instagram', 'YouTube', 'Influencer Networks', 'Google Search', 'E-commerce Marketplaces', 'Instagram', 'E-commerce Marketplaces', 'Programmatic Display', 'Google Search', 'Programmatic Display', 'Google Search', 'Influencer Networks', 'Influencer Networks', 'TikTok', 'Programmatic Display', 'E-commerce Marketplaces', 'Programmatic Display', 'E-commerce Marketplaces', 'TikTok', 'TikTok', 'Programmatic Display', 'Programmatic Display', 'YouTube', 'Google Search', 'Influencer Networks', 'Google Search', 'YouTube', 'Programmatic Display', 'YouTube', 'Influencer Networks', 'YouTube', 'Google Search', 'YouTube', 'Programmatic Display', 'Google Search', 'Google Search', 'Google Search', 'TikTok']","['2023-02-22T19:36:55.083333', '2023-02-22T19:36:55.253386', '2023-02-22T19:36:55.406932', '2023-02-22T19:36:55.667870', '2023-02-22T19:36:55.886326', '2023-02-22T19:36:56.042880', '2023-02-22T19:36:56.255719', '2023-02-22T19:36:56.448865', '2023-02-22T19:36:56.626856', '2023-02-22T19:36:56.816667', '2023-02-22T19:36:57.057258', '2023-02-22T19:36:57.268539', '2023-02-22T19:36:57.448235', '2023-02-22T19:36:57.615181', '2023-02-22T19:36:57.854101', '2023-02-22T19:36:58.070770', '2023-02-22T19:36:58.210200', '2023-02-22T19:36:58.468747', '2023-02-22T19:36:58.644261', '2023-02-22T19:36:58.882140', '2023-02-22T19:36:59.042478', '2023-02-22T19:36:59.257446', '2023-02-22T19:36:59.446120', '2023-02-22T19:36:59.673767', '2023-02-22T19:36:59.870733', '2023-02-22T19:37:00.036813', '2023-02-22T19:37:00.263898', '2023-02-22T19:37:00.419620', '2023-02-22T19:37:00.623679', '2023-02-22T19:37:00.883455', '2023-02-22T19:37:01.051361', '2023-02-22T19:37:01.232292', '2023-02-22T19:37:01.428204', '2023-02-22T19:37:01.655002', '2023-02-22T19:37:01.879221', '2023-02-22T19:37:02.004181', '2023-02-22T19:37:02.276452', '2023-02-22T19:37:02.495352', '2023-02-22T19:37:02.680214', '2023-02-22T19:37:02.887179', '2023-02-22T19:37:03.095218', '2023-02-22T19:37:03.212398', '2023-02-22T19:37:03.462057', '2023-02-22T19:37:03.618113', '2023-02-22T19:37:03.872880', '2023-02-22T19:37:04.009369', '2023-02-22T19:37:04.211108', '2023-02-22T19:37:04.490904', '2023-02-22T19:37:04.690415']",0,0.0,Unknown,Tier-2 Cities
user_1271,Influencer Networks > E-commerce Marketplaces > YouTube > TikTok,"['Influencer Networks', 'E-commerce Marketplaces', 'YouTube', 'TikTok']","['2023-06-19T02:28:04', '2023-06-22T09:28:04', '2023-06-24T23:28:04', '2023-06-26T21:28:04']",0,0.0,Gen-Z Trend Seekers,Tier-3 Cities
user_12710,TikTok > TikTok > Instagram,"['TikTok', 'TikTok', 'Instagram']","['2023-02-15T01:51:29', '2023-02-17T18:51:29', '2023-02-20T06:51:29']",0,0.0,Impulse Buyers,Tier-2 Cities
user_12711,E-commerce Marketplaces > E-commerce Marketplaces > Programmatic Display > Google Search,"['E-commerce Marketplaces', 'E-commerce Marketplaces', 'Programmatic Display', 'Google Search']","['2023-12-15T04:34:48', '2023-12-18T04:34:48', '2023-12-20T19:34:48', '2023-12-22T21:34:48']",0,0.0,Budget Parents,International
user_12712,E-commerce Marketplaces > E-commerce Marketplaces > Google Search,"['E-commerce Marketplaces', 'E-commerce Marketplaces', 'Google Search']","['2023-10-01T19:42:00', '2023-10-04T20:42:00', '2023-10-07T17:42:00']",0,0.0,Budget Parents,Tier-2 Cities
user_12713,Influencer Networks > E-commerce Marketplaces > Instagram > E-commerce Marketplaces > TikTok > Google Search > YouTube > Instagram > YouTube > Google Search > TikTok > Google Search > Influencer Networks > Influencer Networks > Google Search > TikTok > YouTube > Google Search > E-commerce Marketplaces > Google Search > Programmatic Display > Influencer Networks > Influencer Networks > YouTube > Google Search > E-commerce Marketplaces > Influencer Networks > Programmatic Display > Programmatic Display > Programmatic Display > Google Search > Influencer Networks > Instagram > E-commerce Marketplaces > TikTok > Instagram > Google Search > TikTok > Programmatic Display > YouTube > Programmatic Display > Google Search > Influencer Networks > Programmatic Display > Instagram > Programmatic Display > Influencer Networks > TikTok,"['Influencer Networks', 'E-commerce Marketplaces', 'Instagram', 'E-commerce Marketplaces', 'TikTok', 'Google Search', 'YouTube', 'Instagram', 'YouTube', 'Google Search', 'TikTok', 'Google Search', 'Influencer Networks', 'Influencer Networks', 'Google Search', 'TikTok', 'YouTube', 'Google Search', 'E-commerce Marketplaces', 'Google Search', 'Programmatic Display', 'Influencer Networks', 'Influencer Networks', 'YouTube', 'Google Search', 'E-commerce Marketplaces', 'Influencer Networks', 'Programmatic Display', 'Programmatic Display', 'Programmatic Display', 'Google Search', 'Influencer Networks', 'Instagram', 'E-commerce Marketplaces', 'TikTok', 'Instagram', 'Google Search', 'TikTok', 'Programmatic Display', 'YouTube', 'Programmatic Display', 'Google Search', 'Influencer Networks', 'Programmatic Display', 'Instagram', 'Programmatic Display', 'Influencer Networks', 'TikTok']","['2023-08-25T13:53:48.085879', '2023-08-25T13:53:48.291312', '2023-08-25T13:53:48.470956', '2023-08-25T13:53:48.633395', '2023-08-25T13:53:48.835386', '2023-08-25T13:53:49.009610', '2023-08-25T13:53:49.214462', '2023-08-25T13:53:49.431145', '2023-08-25T13:53:49.698210', '2023-08-25T13:53:49.831261', '2023-08-25T13:53:50.037604', '2023-08-25T13:53:50.255551', '2023-08-25T13:53:50.406241', '2023-08-25T13:53:50.664186', '2023-08-25T13:53:50.815458', '2023-08-25T13:53:51.022177', '2023-08-25T13:53:51.283325', '2023-08-25T13:53:51.487473', '2023-08-25T13:53:51.630391', '2023-08-25T13:53:51.889698', '2023-08-25T13:53:52.059119', '2023-08-25T13:53:52.249410', '2023-08-25T13:53:52.476785', '2023-08-25T13:53:52.663416', '2023-08-25T13:53:52.875452', '2023-08-25T13:53:53.035493', '2023-08-25T13:53:53.207507', '2023-08-25T13:53:53.418218', '2023-08-25T13:53:53.651410', '2023-08-25T13:53:53.870313', '2023-08-25T13:53:54.098108', '2023-08-25T13:53:54.216120', '2023-08-25T13:53:54.407592', '2023-08-25T13:53:54.696976', '2023-08-25T13:53:54.851322', '2023-08-25T13:53:55.074467', '2023-08-25T13:53:55.223679', '2023-08-25T13:53:55.405176', '2023-08-25T13:53:55.627639', '2023-08-25T13:53:55.859440', '2023-08-25T13:53:56.079841', '2023-08-25T13:53:56.218294', '2023-08-25T13:53:56.412278', '2023-08-25T13:53:56.679209', '2023-08-25T13:53:56.879240', '2023-08-25T13:53:57.060423', '2023-08-25T13:53:57.232328', '2023-08-25T13:53:57.427298']",0,0.0,Unknown,Tier-1 Cities
user_12714,Google Search > Google Search > E-commerce Marketplaces > TikTok > Google Search > Programmatic Display > E-commerce Marketplaces > E-commerce Marketplaces,"['Google Search', 'Google Search', 'E-commerce Marketplaces', 'TikTok', 'Google Search', 'Programmatic Display', 'E-commerce Marketplaces', 'E-commerce Marketplaces']","['2023-09-23T18:25:55', '2023-09-27T02:25:55', '2023-09-29T15:25:55', '2023-10-01T14:25:55', '2023-10-02T19:25:55', '2023-10-03T22:25:55', '2023-10-04T11:25:55', '2023-10-04T12:25:55']",1,5224.39,Budget Parents,Tier-1 Cities
user_12715,Instagram > Programmatic Display > Instagram > TikTok > TikTok,"['Instagram', 'Programmatic Display', 'Instagram', 'TikTok', 'TikTok']","['2023-06-21T20:29:43', '2023-06-25T03:29:43', '2023-06-27T19:29:43', '2023-06-29T09:29:43', '2023-06-30T21:29:43']",0,0.0,Gen-Z Trend Seekers,International
user_12716,Programmatic Display > TikTok > TikTok > TikTok > Programmatic Display > TikTok > TikTok > Influencer Networks > Instagram > Instagram,"['Programmatic Display', 'TikTok', 'TikTok', 'TikTok', 'Programmatic Display', 'TikTok', 'TikTok', 'Influencer Networks', 'Instagram', 'Instagram']","['2023-09-30T21:48:11', '2023-10-03T10:48:11', '2023-10-05T12:48:11', '2023-10-07T15:48:11', '2023-10-09T14:48:11', '2023-10-10T13:48:11', '2023-10-10T21:48:11', '2023-10-11T06:48:11', '2023-10-11T08:48:11', '2023-10-12T06:48:11']",1,1851.02,Impulse Buyers,International
user_12717,YouTube,['YouTube'],['2023-05-21T23:52:53'],0,0.0,Premium Fitness Users,Tier-1 Cities
user_12718,Instagram > Influencer Networks > Influencer Networks > Instagram > Instagram > Google Search > TikTok > YouTube > Instagram,"['Instagram', 'Influencer Networks', 'Influencer Networks', 'Instagram', 'Instagram', 'Google Search', 'TikTok', 'YouTube', 'Instagram']","['2023-03-05T05:01:53', '2023-03-07T19:01:53', '2023-03-09T23:01:53', '2023-03-12T00:01:53', '2023-03-13T19:01:53', '2023-03-15T06:01:53', '2023-03-15T18:01:53', '2023-03-16T01:01:53', '2023-03-16T07:01:53']",0,0.0,Gen-Z Trend Seekers,Tier-1 Cities
user_12719,TikTok > Influencer Networks,"['TikTok', 'Influencer Networks']","['2023-02-21T12:05:09', '2023-02-24T07:05:09']",0,0.0,Gen-Z Trend Seekers,Tier-2 Cities
user_1272,TikTok > Instagram > TikTok > TikTok > TikTok > TikTok > TikTok > Google Search > Instagram,"['TikTok', 'Instagram', 'TikTok', 'TikTok', 'TikTok', 'TikTok', 'TikTok', 'Google Search', 'Instagram']","['2023-12-10T07:28:54', '2023-12-12T23:28:54', '2023-12-15T21:28:54', '2023-12-17T14:28:54', '2023-12-19T07:28:54', '2023-12-20T17:28:54', '2023-12-20T23:28:54', '2023-12-21T12:28:54', '2023-12-22T04:28:54']",0,0.0,Impulse Buyers,Tier-3 Cities
user_12720,Programmatic Display > YouTube > YouTube > Influencer Networks > Instagram > Influencer Networks > TikTok > YouTube > YouTube,"['Programmatic Display', 'YouTube', 'YouTube', 'Influencer Networks', 'Instagram', 'Influencer Networks', 'TikTok', 'YouTube', 'YouTube']","['2023-01-08T02:46:37', '2023-01-11T03:46:37', '2023-01-13T06:46:37', '2023-01-15T14:46:37', '2023-01-17T05:46:37', '2023-01-18T12:46:37', '2023-01-18T23:46:37', '2023-01-19T05:46:37', '2023-01-19T07:46:37']",0,0.0,Premium Fitness Users,Tier-1 Cities
user_12721,Instagram > TikTok > TikTok > Instagram,"['Instagram', 'TikTok', 'TikTok', 'Instagram']","['2023-09-08T00:44:35', '2023-09-10T18:44:35', '2023-09-12T20:44:35', '2023-09-15T06:44:35']",0,0.0,Impulse Buyers,Tier-1 Cities
user_12722,TikTok > E-commerce Marketplaces > Google Search > E-commerce Marketplaces > Google Search,"['TikTok', 'E-commerce Marketplaces', 'Google Search', 'E-commerce Marketplaces', 'Google Search']","['2023-09-05T05:44:28', '2023-09-07T23:44:28', '2023-09-10T03:44:28', '2023-09-12T02:44:28', '2023-09-13T18:44:28']",0,0.0,Budget Parents,Tier-2 Cities
user_12723,TikTok > Google Search,"['TikTok', 'Google Search']","['2023-10-08T11:19:35', '2023-10-11T07:19:35']",0,0.0,Budget Parents,Tier-1 Cities
user_12725,Influencer Networks > Influencer Networks > TikTok > TikTok > Instagram > YouTube > YouTube > Instagram,"['Influencer Networks', 'Influencer Networks', 'TikTok', 'TikTok', 'Instagram', 'YouTube', 'YouTube', 'Instagram']","['2023-10-18T23:00:05', '2023-10-21T20:00:05', '2023-10-24T08:00:05', '2023-10-26T15:00:05', '2023-10-27T17:00:05', '2023-10-29T04:00:05', '2023-10-29T23:00:05', '2023-10-30T18:00:05']",0,0.0,Impulse Buyers,International
user_12726,Instagram > Influencer Networks,"['Instagram', 'Influencer Networks']","['2023-11-01T09:11:30', '2023-11-04T02:11:30']",0,0.0,Gen-Z Trend Seekers,International
user_12727,E-commerce Marketplaces > Instagram > Influencer Networks > E-commerce Marketplaces > TikTok > Instagram > Influencer Networks > Instagram > Instagram > TikTok,"['E-commerce Marketplaces', 'Instagram', 'Influencer Networks', 'E-commerce Marketplaces', 'TikTok', 'Instagram', 'Influencer Networks', 'Instagram', 'Instagram', 'TikTok']","['2023-11-07T09:33:56', '2023-11-09T23:33:56', '2023-11-12T06:33:56', '2023-11-14T06:33:56', '2023-11-16T03:33:56', '2023-11-17T07:33:56', '2023-11-17T09:33:56', '2023-11-18T00:33:56', '2023-11-18T18:33:56', '2023-11-19T01:33:56']",0,0.0,Gen-Z Trend Seekers,Tier-2 Cities
user_12728,Influencer Networks > Influencer Networks > Instagram > TikTok > TikTok > YouTube > Programmatic Display,"['Influencer Networks', 'Influencer Networks', 'Instagram', 'TikTok', 'TikTok', 'YouTube', 'Programmatic Display']","['2023-06-12T08:49:23', '2023-06-15T13:49:23', '2023-06-17T17:49:23', '2023-06-19T19:49:23', '2023-06-21T06:49:23', '2023-06-22T10:49:23', '2023-06-23T05:49:23']",0,0.0,Premium Fitness Users,Tier-3 Cities
user_12729,Influencer Networks > TikTok > Influencer Networks > Instagram > Instagram > Influencer Networks > Instagram > Influencer Networks,"['Influencer Networks', 'TikTok', 'Influencer Networks', 'Instagram', 'Instagram', 'Influencer Networks', 'Instagram', 'Influencer Networks']","['2023-05-15T18:14:40', '2023-05-18T13:14:40', '2023-05-20T21:14:40', '2023-05-22T16:14:40', '2023-05-23T23:14:40', '2023-05-25T03:14:40', '2023-05-25T22:14:40', '2023-05-26T00:14:40']",0,0.0,Gen-Z Trend Seekers,Tier-2 Cities
user_1273,Influencer Networks > Instagram > Instagram > YouTube > YouTube,"['Influencer Networks', 'Instagram', 'Instagram', 'YouTube', 'YouTube']","['2023-01-20T01:52:51', '2023-01-23T00:52:51', '2023-01-25T03:52:51', '2023-01-26T23:52:51', '2023-01-28T00:52:51']",0,0.0,Premium Fitness Users,Tier-3 Cities
user_12730,TikTok > Instagram > TikTok > TikTok > Instagram > Instagram > TikTok > Instagram > TikTok,"['TikTok', 'Instagram', 'TikTok', 'TikTok', 'Instagram', 'Instagram', 'TikTok', 'Instagram', 'TikTok']","['2023-03-23T04:24:54', '2023-03-25T22:24:54', '2023-03-28T05:24:54', '2023-03-30T14:24:54', '2023-03-31T22:24:54', '2023-04-01T15:24:54', '2023-04-02T11:24:54', '2023-04-02T12:24:54', '2023-04-03T05:24:54']",0,0.0,Impulse Buyers,Tier-3 Cities
user_12731,Instagram > TikTok > Instagram > Instagram > E-commerce Marketplaces > Google Search > TikTok > TikTok,"['Instagram', 'TikTok', 'Instagram', 'Instagram', 'E-commerce Marketplaces', 'Google Search', 'TikTok', 'TikTok']","['2023-09-12T20:02:52', '2023-09-16T00:02:52', '2023-09-18T23:02:52', '2023-09-20T15:02:52', '2023-09-21T18:02:52', '2023-09-22T17:02:52', '2023-09-23T03:02:52', '2023-09-23T14:02:52']",1,1580.2,Impulse Buyers,Tier-3 Cities
user_12732,Instagram > Instagram > TikTok > TikTok > E-commerce Marketplaces > Google Search > TikTok > Instagram,"['Instagram', 'Instagram', 'TikTok', 'TikTok', 'E-commerce Marketplaces', 'Google Search', 'TikTok', 'Instagram']","['2023-02-23T07:17:35', '2023-02-26T08:17:35', '2023-02-28T17:17:35', '2023-03-02T23:17:35', '2023-03-04T07:17:35', '2023-03-04T20:17:35', '2023-03-05T14:17:35', '2023-03-06T12:17:35']",0,0.0,Impulse Buyers,International
user_12733,Instagram > Influencer Networks > TikTok > TikTok > Influencer Networks > Instagram > Google Search > YouTube > Influencer Networks,"['Instagram', 'Influencer Networks', 'TikTok', 'TikTok', 'Influencer Networks', 'Instagram', 'Google Search', 'YouTube', 'Influencer Networks']","['2023-03-23T05:49:17', '2023-03-26T09:49:17', '2023-03-28T23:49:17', '2023-03-31T09:49:17', '2023-04-01T18:49:17', '2023-04-02T13:49:17', '2023-04-02T14:49:17', '2023-04-03T05:49:17', '2023-04-03T21:49:17']",0,0.0,Gen-Z Trend Seekers,Tier-1 Cities
user_12736,TikTok > Instagram > E-commerce Marketplaces > TikTok,"['TikTok', 'Instagram', 'E-commerce Marketplaces', 'TikTok']","['2023-10-22T21:38:11', '2023-10-25T18:38:11', '2023-10-28T02:38:11', '2023-10-29T18:38:11']",0,0.0,Impulse Buyers,Tier-2 Cities
user_12737,E-commerce Marketplaces > E-commerce Marketplaces > Instagram > E-commerce Marketplaces > Instagram > Google Search > Google Search > E-commerce Marketplaces > E-commerce Marketplaces,"['E-commerce Marketplaces', 'E-commerce Marketplaces', 'Instagram', 'E-commerce Marketplaces', 'Instagram', 'Google Search', 'Google Search', 'E-commerce Marketplaces', 'E-commerce Marketplaces']","['2023-04-22T01:39:02', '2023-04-25T01:39:02', '2023-04-27T14:39:02', '2023-04-29T13:39:02', '2023-05-01T09:39:02', '2023-05-02T04:39:02', '2023-05-02T11:39:02', '2023-05-02T13:39:02', '2023-05-03T03:39:02']",0,0.0,Budget Parents,Tier-1 Cities
user_12738,Influencer Networks > TikTok,"['Influencer Networks', 'TikTok']","['2024-01-02T20:25:56', '2024-01-06T01:25:56']",0,0.0,Premium Fitness Users,International
user_12739,Programmatic Display > Instagram > TikTok > Instagram > TikTok > Influencer Networks > Instagram,"['Programmatic Display', 'Instagram', 'TikTok', 'Instagram', 'TikTok', 'Influencer Networks', 'Instagram']","['2023-03-27T10:46:31', '2023-03-30T18:46:31', '2023-04-02T17:46:31', '2023-04-04T20:46:31', '2023-04-06T16:46:31', '2023-04-07T09:46:31', '2023-04-07T13:46:31']",0,0.0,Impulse Buyers,Tier-2 Cities
user_1274,E-commerce Marketplaces > E-commerce Marketplaces > Google Search > Influencer Networks > E-commerce Marketplaces > Google Search > Google Search > Influencer Networks > Google Search > Google Search,"['E-commerce Marketplaces', 'E-commerce Marketplaces', 'Google Search', 'Influencer Networks', 'E-commerce Marketplaces', 'Google Search', 'Google Search', 'Influencer Networks', 'Google Search', 'Google Search']","['2023-03-07T23:20:45', '2023-03-11T09:20:45', '2023-03-13T21:20:45', '2023-03-16T00:20:45', '2023-03-17T16:20:45', '2023-03-18T10:20:45', '2023-03-18T21:20:45', '2023-03-19T05:20:45', '2023-03-19T12:20:45', '2023-03-20T11:20:45']",0,0.0,Budget Parents,Tier-2 Cities
user_12740,TikTok > TikTok > Influencer Networks > Influencer Networks > Instagram > TikTok > Influencer Networks,"['TikTok', 'TikTok', 'Influencer Networks', 'Influencer Networks', 'Instagram', 'TikTok', 'Influencer Networks']","['2023-01-30T16:19:25', '2023-02-02T06:19:25', '2023-02-04T10:19:25', '2023-02-05T23:19:25', '2023-02-07T00:19:25', '2023-02-07T14:19:25', '2023-02-08T00:19:25']",1,1596.06,Gen-Z Trend Seekers,Tier-2 Cities
user_12741,Influencer Networks > Programmatic Display > TikTok > YouTube > Programmatic Display > E-commerce Marketplaces > Instagram > Influencer Networks > Google Search > E-commerce Marketplaces > Google Search > YouTube > YouTube > YouTube > Instagram > Google Search > E-commerce Marketplaces > Influencer Networks > Instagram > Influencer Networks > Instagram > YouTube > YouTube > TikTok > Influencer Networks > Influencer Networks > E-commerce Marketplaces > Google Search > Google Search > E-commerce Marketplaces > Programmatic Display > Programmatic Display > Programmatic Display > Google Search > YouTube > YouTube > Google Search > YouTube > Programmatic Display > Influencer Networks > YouTube > Influencer Networks > YouTube > Influencer Networks > YouTube > TikTok > Programmatic Display > YouTube > Programmatic Display > Programmatic Display > TikTok > E-commerce Marketplaces > E-commerce Marketplaces > Influencer Networks > TikTok > TikTok > Programmatic Display > YouTube > Instagram > Google Search,"['Influencer Networks', 'Programmatic Display', 'TikTok', 'YouTube', 'Programmatic Display', 'E-commerce Marketplaces', 'Instagram', 'Influencer Networks', 'Google Search', 'E-commerce Marketplaces', 'Google Search', 'YouTube', 'YouTube', 'YouTube', 'Instagram', 'Google Search', 'E-commerce Marketplaces', 'Influencer Networks', 'Instagram', 'Influencer Networks', 'Instagram', 'YouTube', 'YouTube', 'TikTok', 'Influencer Networks', 'Influencer Networks', 'E-commerce Marketplaces', 'Google Search', 'Google Search', 'E-commerce Marketplaces', 'Programmatic Display', 'Programmatic Display', 'Programmatic Display', 'Google Search', 'YouTube', 'YouTube', 'Google Search', 'YouTube', 'Programmatic Display', 'Influencer Networks', 'YouTube', 'Influencer Networks', 'YouTube', 'Influencer Networks', 'YouTube', 'TikTok', 'Programmatic Display', 'YouTube', 'Programmatic Display', 'Programmatic Display', 'TikTok', 'E-commerce Marketplaces', 'E-commerce Marketplaces', 'Influencer Networks', 'TikTok', 'TikTok', 'Programmatic Display', 'YouTube', 'Instagram', 'Google Search']","['2023-10-21T17:58:17.066745', '2023-10-21T17:58:17.226454', '2023-10-21T17:58:17.409456', '2023-10-21T17:58:17.637133', '2023-10-21T17:58:17.827849', '2023-10-21T17:58:18.099427', '2023-10-21T17:58:18.279326', '2023-10-21T17:58:18.426383', '2023-10-21T17:58:18.669195', '2023-10-21T17:58:18.811013', '2023-10-21T17:58:19.045561', '2023-10-21T17:58:19.271473', '2023-10-21T17:58:19.407627', '2023-10-21T17:58:19.642586', '2023-10-21T17:58:19.848044', '2023-10-21T17:58:20.064626', '2023-10-21T17:58:20.292075', '2023-10-21T17:58:20.402810', '2023-10-21T17:58:20.686367', '2023-10-21T17:58:20.815938', '2023-10-21T17:58:21.023802', '2023-10-21T17:58:21.213275', '2023-10-21T17:58:21.406364', '2023-10-21T17:58:21.612273', '2023-10-21T17:58:21.863353', '2023-10-21T17:58:22.031787', '2023-10-21T17:58:22.286230', '2023-10-21T17:58:22.443012', '2023-10-21T17:58:22.678134', '2023-10-21T17:58:22.889732', '2023-10-21T17:58:23.027168', '2023-10-21T17:58:23.245073', '2023-10-21T17:58:23.472733', '2023-10-21T17:58:23.692244', '2023-10-21T17:58:23.800743', '2023-10-21T17:58:24.073321', '2023-10-21T17:58:24.284684', '2023-10-21T17:58:24.422169', '2023-10-21T17:58:24.665521', '2023-10-21T17:58:24.880679', '2023-10-21T17:58:25.081153', '2023-10-21T17:58:25.216858', '2023-10-21T17:58:25.449303', '2023-10-21T17:58:25.623939', '2023-10-21T17:58:25.850102', '2023-10-21T17:58:26.021306', '2023-10-21T17:58:26.234343', '2023-10-21T17:58:26.430978', '2023-10-21T17:58:26.609012', '2023-10-21T17:58:26.826887', '2023-10-21T17:58:27.077221', '2023-10-21T17:58:27.260718', '2023-10-21T17:58:27.410621', '2023-10-21T17:58:27.621238', '2023-10-21T17:58:27.815484', '2023-10-21T17:58:28.011469', '2023-10-21T17:58:28.208932', '2023-10-21T17:58:28.446515', '2023-10-21T17:58:28.659402', '2023-10-21T17:58:28.841829']",0,0.0,Unknown,International
user_12742,Google Search > Google Search > E-commerce Marketplaces,"['Google Search', 'Google Search', 'E-commerce Marketplaces']","['2023-06-30T04:46:52', '2023-07-03T07:46:52', '2023-07-05T22:46:52']",0,0.0,Budget Parents,Tier-1 Cities
user_12744,Influencer Networks > Influencer Networks > Instagram > Instagram > Instagram > TikTok > Influencer Networks > Instagram > Google Search,"['Influencer Networks', 'Influencer Networks', 'Instagram', 'Instagram', 'Instagram', 'TikTok', 'Influencer Networks', 'Instagram', 'Google Search']","['2023-05-31T21:15:29', '2023-06-03T13:15:29', '2023-06-05T22:15:29', '2023-06-08T04:15:29', '2023-06-09T14:15:29', '2023-06-10T14:15:29', '2023-06-10T22:15:29', '2023-06-11T02:15:29', '2023-06-11T23:15:29']",0,0.0,Premium Fitness Users,Tier-1 Cities
user_12745,Google Search > TikTok > Programmatic Display > YouTube > E-commerce Marketplaces,"['Google Search', 'TikTok', 'Programmatic Display', 'YouTube', 'E-commerce Marketplaces']","['2023-07-31T04:21:46', '2023-08-03T15:21:46', '2023-08-05T22:21:46', '2023-08-07T21:21:46', '2023-08-09T04:21:46']",0,0.0,Budget Parents,International
user_12746,Google Search > Instagram > Google Search > E-commerce Marketplaces > E-commerce Marketplaces > TikTok > E-commerce Marketplaces,"['Google Search', 'Instagram', 'Google Search', 'E-commerce Marketplaces', 'E-commerce Marketplaces', 'TikTok', 'E-commerce Marketplaces']","['2023-01-07T07:51:56', '2023-01-10T16:51:56', '2023-01-13T13:51:56', '2023-01-15T16:51:56', '2023-01-16T18:51:56', '2023-01-17T17:51:56', '2023-01-18T06:51:56']",0,0.0,Budget Parents,Tier-3 Cities
